record_id,record_origin,doi,title,abstract,journal,year,first_author,last_author,corresponding_author,oa_url,source_license,provenance_type,sentence,variable,value_mAh_g,capacity_type,capacity_qualifier,cycle_context,cycle_n,canonical_material_id,material_family,material,modifier,morphology_descriptors,c_rate,c_rate_basis_value,c_rate_basis_unit,voltage_window_lower_V,voltage_window_upper_V,voltage_reference,voltage_upper_vs_Li_V,cell_type,cell_type_as_reported,counter_electrode,operating_temperature_C,operating_temperature_raw,electrolyte,electrolyte_molarity_M,electrolyte_solvent,electrolyte_additive,electrolyte_composition_raw,binder,binder_wt_pct,electrode_conductive_additive,conductive_additive_wt_pct,active_material_wt_pct,electrode_ratio_raw,electrode_solvent,current_collector,mass_loading_raw,mass_loading_mg_cm2_est,mass_loading_is_range,synthesis_method
nmc-0261,v2,10.1016/j.est.2025.118915,Hybrid aqueous electrolyte design for interfacial stabilization in high-energy-density and long-life LiNi0.8Mn0.1Co0.1O2-Li4Ti5O12 lithium-ion batteries,"The development of aqueous electrolytes with high ionic conductivities and wide voltage windows is essential for achieving safe and high-energy-density lithium-ion batteries (LIBs). Tetraethylene glycol (TEG)-based hybrid aqueous electrolytes are potential candidates for suppressing H 2 O decomposition by forming hydrogen bonds with H 2 O. However, the intermolecular hydrogen bonds between TEG molecules, combined with high Li salt concentration (10 m), significantly reduce ionic conductivity of TEG-based aqueous electrolytes. In this study, 2-cyanoethyl ether (CEE) was utilized as a co-solvent to formulate a hybrid aqueous electrolyte, which exhibited an enhanced electrochemical stability window of up to 4.6 V and a high ionic conductivity of 1.36 mS cm -1 at 25 °C. In addition, the CEE facilitated the formation of a uniform and robust interface layer on both the LiNi 0.8 Mn 0.1 Co 0.1 O 2 (NMC811) and Li 4 Ti 5 O 12 (LTO) electrodes, consisting of an inorganic-rich inner layer and an organic-rich outer layer. Consequently, the NMC811||LTO full cells incorporating the CEE-based hybrid aqueous electrolyte achieved a high energy density of 128 Wh kg -1 at 1C. Notably, the fabricated cells retained 72% of their initial capacities even after 300 cycles, with an average coulombic efficiency of 99.6%. This paper presents a practical approach for advancing the fabrication of high-energy-density aqueous LIBs. • A hybrid aqueous electrolyte was prepared using 2-cyanoethyl ether (CEE) and H 2 O. • The hybrid aqueous electrolyte exhibited the enhanced electrochemical properties. • The CEE facilitated the formation of a stable SEI and CEI on both NMC811 and LTO. • The NMC811||LTO battery reached 300 cycles with 72% capacity retention at 1C. • The aqueous batteries exhibited a high energy density of 128 Wh kg -1 at 1C.",Journal of Energy Storage,2025,"Nguyen, T.M. et al.",Yongku Kang,Jungdon Suk,https://doi.org/10.1016/j.est.2025.118915,cc-by-4.0,sentence,"In contrast, the cells using the 6mCEE electrolyte delivered relatively higher discharge capacities of 73, 69, 61, and 39 mAh g-1 at current rates of 0.2, 0.5, 1, and 2C, respectively (Fig. 7a).",specific_capacity,69,discharge,none,cycle_later_unspecified,,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811,not_reported,not_reported,0.5,,not_reported,,,not_reported,,full cell,full cell,Li4Ti5O12,25,25,LiTFSI,,"CEE:H2O, 94:6 wt%",not_reported,6 mol LiTFSI in 1 kg mixture of 94 wt% CEE-6 wt% H2O,PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.0,2,false,not_reported
nmc-0262,v2,10.1016/j.est.2025.118915,Hybrid aqueous electrolyte design for interfacial stabilization in high-energy-density and long-life LiNi0.8Mn0.1Co0.1O2-Li4Ti5O12 lithium-ion batteries,"The development of aqueous electrolytes with high ionic conductivities and wide voltage windows is essential for achieving safe and high-energy-density lithium-ion batteries (LIBs). Tetraethylene glycol (TEG)-based hybrid aqueous electrolytes are potential candidates for suppressing H 2 O decomposition by forming hydrogen bonds with H 2 O. However, the intermolecular hydrogen bonds between TEG molecules, combined with high Li salt concentration (10 m), significantly reduce ionic conductivity of TEG-based aqueous electrolytes. In this study, 2-cyanoethyl ether (CEE) was utilized as a co-solvent to formulate a hybrid aqueous electrolyte, which exhibited an enhanced electrochemical stability window of up to 4.6 V and a high ionic conductivity of 1.36 mS cm -1 at 25 °C. In addition, the CEE facilitated the formation of a uniform and robust interface layer on both the LiNi 0.8 Mn 0.1 Co 0.1 O 2 (NMC811) and Li 4 Ti 5 O 12 (LTO) electrodes, consisting of an inorganic-rich inner layer and an organic-rich outer layer. Consequently, the NMC811||LTO full cells incorporating the CEE-based hybrid aqueous electrolyte achieved a high energy density of 128 Wh kg -1 at 1C. Notably, the fabricated cells retained 72% of their initial capacities even after 300 cycles, with an average coulombic efficiency of 99.6%. This paper presents a practical approach for advancing the fabrication of high-energy-density aqueous LIBs. • A hybrid aqueous electrolyte was prepared using 2-cyanoethyl ether (CEE) and H 2 O. • The hybrid aqueous electrolyte exhibited the enhanced electrochemical properties. • The CEE facilitated the formation of a stable SEI and CEI on both NMC811 and LTO. • The NMC811||LTO battery reached 300 cycles with 72% capacity retention at 1C. • The aqueous batteries exhibited a high energy density of 128 Wh kg -1 at 1C.",Journal of Energy Storage,2025,"Nguyen, T.M. et al.",Yongku Kang,Jungdon Suk,https://doi.org/10.1016/j.est.2025.118915,cc-by-4.0,sentence,"In contrast, the cells using the 6mCEE electrolyte delivered relatively higher discharge capacities of 73, 69, 61, and 39 mAh g-1 at current rates of 0.2, 0.5, 1, and 2C, respectively (Fig. 7a).",specific_capacity,61,discharge,none,cycle_later_unspecified,,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811,not_reported,not_reported,1,,not_reported,,,not_reported,,full cell,full cell,Li4Ti5O12,25,25,LiTFSI,,"CEE:H2O, 94:6 wt%",not_reported,6 mol LiTFSI in 1 kg mixture of 94 wt% CEE-6 wt% H2O,PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.0,2,false,not_reported
nmc-0263,v2,10.1016/j.est.2025.118915,Hybrid aqueous electrolyte design for interfacial stabilization in high-energy-density and long-life LiNi0.8Mn0.1Co0.1O2-Li4Ti5O12 lithium-ion batteries,"The development of aqueous electrolytes with high ionic conductivities and wide voltage windows is essential for achieving safe and high-energy-density lithium-ion batteries (LIBs). Tetraethylene glycol (TEG)-based hybrid aqueous electrolytes are potential candidates for suppressing H 2 O decomposition by forming hydrogen bonds with H 2 O. However, the intermolecular hydrogen bonds between TEG molecules, combined with high Li salt concentration (10 m), significantly reduce ionic conductivity of TEG-based aqueous electrolytes. In this study, 2-cyanoethyl ether (CEE) was utilized as a co-solvent to formulate a hybrid aqueous electrolyte, which exhibited an enhanced electrochemical stability window of up to 4.6 V and a high ionic conductivity of 1.36 mS cm -1 at 25 °C. In addition, the CEE facilitated the formation of a uniform and robust interface layer on both the LiNi 0.8 Mn 0.1 Co 0.1 O 2 (NMC811) and Li 4 Ti 5 O 12 (LTO) electrodes, consisting of an inorganic-rich inner layer and an organic-rich outer layer. Consequently, the NMC811||LTO full cells incorporating the CEE-based hybrid aqueous electrolyte achieved a high energy density of 128 Wh kg -1 at 1C. Notably, the fabricated cells retained 72% of their initial capacities even after 300 cycles, with an average coulombic efficiency of 99.6%. This paper presents a practical approach for advancing the fabrication of high-energy-density aqueous LIBs. • A hybrid aqueous electrolyte was prepared using 2-cyanoethyl ether (CEE) and H 2 O. • The hybrid aqueous electrolyte exhibited the enhanced electrochemical properties. • The CEE facilitated the formation of a stable SEI and CEI on both NMC811 and LTO. • The NMC811||LTO battery reached 300 cycles with 72% capacity retention at 1C. • The aqueous batteries exhibited a high energy density of 128 Wh kg -1 at 1C.",Journal of Energy Storage,2025,"Nguyen, T.M. et al.",Yongku Kang,Jungdon Suk,https://doi.org/10.1016/j.est.2025.118915,cc-by-4.0,sentence,"In contrast, the cells using the 6mCEE electrolyte delivered relatively higher discharge capacities of 73, 69, 61, and 39 mAh g-1 at current rates of 0.2, 0.5, 1, and 2C, respectively (Fig. 7a).",specific_capacity,39,discharge,none,cycle_later_unspecified,,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811,not_reported,not_reported,2,,not_reported,,,not_reported,,full cell,full cell,Li4Ti5O12,25,25,LiTFSI,,"CEE:H2O, 94:6 wt%",not_reported,6 mol LiTFSI in 1 kg mixture of 94 wt% CEE-6 wt% H2O,PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.0,2,false,not_reported
nmc-0264,v2,10.1002/cey2.70163,Dry-Processed Graphite Electrodes Enabling Ultra-High Areal Capacity and Stable Fast-Charging Performance,"ABSTRACT Dry electrodes with polytetrafluoroethylene (PTFE) binders are promising candidates for sustainable lithium-ion batteries owing to their low cost, environmental sustainability, and compatibility with high-mass-loading designs; however, the application of PTFE in anodes is hindered by its irreversible reduction at low potentials and degradation mechanisms, which remain under investigation. This study elucidates the influence of the molecular weight of PTFE on the electro-chemo-mechanical stability of dry-processed graphite anodes. Dry electrodes with a low content (0.5 wt.%) of high-molecular-weight PTFE show ultra-high areal capacities of ~11, 22, and 33 mAh cm -2 . Under lean electrolyte conditions, pouch cells incorporating the optimized high-molecular-weight PTFE electrode attain a high volumetric energy density (> 840 Wh L -1 at 0.1 C) and a capacity retention of 76% over 300 cycles-significantly outperforming conventional wet-processed electrodes (> 790 Wh L -1 at 0.1 C, capacity retention ≈56%). This study provides fundamental insights into the degradation of PTFE and presents a viable pathway toward scalable, high energy density, and environmentally sustainable battery manufacturing.",Carbon Energy,2026,"Kwon, Y.W. et al.",Young-Jun Kim,Young-Jun Kim,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.70163,cc-by-4.0,sentence,"Consequently, the NCM622||Gr-dry cell delivered a higher discharge capacity (177.4 mAh g-1 vs. 175 mAh g-1 ) and initial CE (88.3% vs. 87.9%) at 0.1 C (Figure 4G).",specific_capacity,177.4,discharge,initial,first_cycle,1,LiNi0.6Co0.2Mn0.2O2,NMC622,NCM622,not_reported,single-crystal,0.1,,not_reported,,,not_reported,,full cell,full cell,Gr-dry anode,,not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0265,v2,10.1002/cey2.70163,Dry-Processed Graphite Electrodes Enabling Ultra-High Areal Capacity and Stable Fast-Charging Performance,"ABSTRACT Dry electrodes with polytetrafluoroethylene (PTFE) binders are promising candidates for sustainable lithium-ion batteries owing to their low cost, environmental sustainability, and compatibility with high-mass-loading designs; however, the application of PTFE in anodes is hindered by its irreversible reduction at low potentials and degradation mechanisms, which remain under investigation. This study elucidates the influence of the molecular weight of PTFE on the electro-chemo-mechanical stability of dry-processed graphite anodes. Dry electrodes with a low content (0.5 wt.%) of high-molecular-weight PTFE show ultra-high areal capacities of ~11, 22, and 33 mAh cm -2 . Under lean electrolyte conditions, pouch cells incorporating the optimized high-molecular-weight PTFE electrode attain a high volumetric energy density (> 840 Wh L -1 at 0.1 C) and a capacity retention of 76% over 300 cycles-significantly outperforming conventional wet-processed electrodes (> 790 Wh L -1 at 0.1 C, capacity retention ≈56%). This study provides fundamental insights into the degradation of PTFE and presents a viable pathway toward scalable, high energy density, and environmentally sustainable battery manufacturing.",Carbon Energy,2026,"Kwon, Y.W. et al.",Young-Jun Kim,Young-Jun Kim,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.70163,cc-by-4.0,sentence,"Consequently, the NCM622||Gr-dry cell delivered a higher discharge capacity (177.4 mAh g-1 vs. 175 mAh g-1 ) and initial CE (88.3% vs. 87.9%) at 0.1 C (Figure 4G).",specific_capacity,175,discharge,initial,first_cycle,1,LiNi0.6Co0.2Mn0.2O2,NMC622,NCM622,not_reported,single-crystal,0.1,,not_reported,,,not_reported,,full cell,full cell,Gr-wet anode,,not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0266,v2,10.1002/cey2.70163,Dry-Processed Graphite Electrodes Enabling Ultra-High Areal Capacity and Stable Fast-Charging Performance,"ABSTRACT Dry electrodes with polytetrafluoroethylene (PTFE) binders are promising candidates for sustainable lithium-ion batteries owing to their low cost, environmental sustainability, and compatibility with high-mass-loading designs; however, the application of PTFE in anodes is hindered by its irreversible reduction at low potentials and degradation mechanisms, which remain under investigation. This study elucidates the influence of the molecular weight of PTFE on the electro-chemo-mechanical stability of dry-processed graphite anodes. Dry electrodes with a low content (0.5 wt.%) of high-molecular-weight PTFE show ultra-high areal capacities of ~11, 22, and 33 mAh cm -2 . Under lean electrolyte conditions, pouch cells incorporating the optimized high-molecular-weight PTFE electrode attain a high volumetric energy density (> 840 Wh L -1 at 0.1 C) and a capacity retention of 76% over 300 cycles-significantly outperforming conventional wet-processed electrodes (> 790 Wh L -1 at 0.1 C, capacity retention ≈56%). This study provides fundamental insights into the degradation of PTFE and presents a viable pathway toward scalable, high energy density, and environmentally sustainable battery manufacturing.",Carbon Energy,2026,"Kwon, Y.W. et al.",Young-Jun Kim,Young-Jun Kim,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.70163,cc-by-4.0,sentence,"At 0.1 C, the NCM622||Gr-wet full- cell delivered a discharge capacity of 125 mAh g-1 , whereas the NCM622||dense Gr-dry full-cell achieved a higher capacity of 150 mAh g-1 (Figure S26).",specific_capacity,150,discharge,none,not_reported,,LiNi0.6Co0.2Mn0.2O2,NMC622,NCM622,not_reported,single-crystal,0.1,,not_reported,,,not_reported,,full cell,full cell,dense Gr-dry anode,,not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0267,v2,10.1002/cey2.70163,Dry-Processed Graphite Electrodes Enabling Ultra-High Areal Capacity and Stable Fast-Charging Performance,"ABSTRACT Dry electrodes with polytetrafluoroethylene (PTFE) binders are promising candidates for sustainable lithium-ion batteries owing to their low cost, environmental sustainability, and compatibility with high-mass-loading designs; however, the application of PTFE in anodes is hindered by its irreversible reduction at low potentials and degradation mechanisms, which remain under investigation. This study elucidates the influence of the molecular weight of PTFE on the electro-chemo-mechanical stability of dry-processed graphite anodes. Dry electrodes with a low content (0.5 wt.%) of high-molecular-weight PTFE show ultra-high areal capacities of ~11, 22, and 33 mAh cm -2 . Under lean electrolyte conditions, pouch cells incorporating the optimized high-molecular-weight PTFE electrode attain a high volumetric energy density (> 840 Wh L -1 at 0.1 C) and a capacity retention of 76% over 300 cycles-significantly outperforming conventional wet-processed electrodes (> 790 Wh L -1 at 0.1 C, capacity retention ≈56%). This study provides fundamental insights into the degradation of PTFE and presents a viable pathway toward scalable, high energy density, and environmentally sustainable battery manufacturing.",Carbon Energy,2026,"Kwon, Y.W. et al.",Young-Jun Kim,Young-Jun Kim,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.70163,cc-by-4.0,sentence,"At 0.1 C, the NCM622||Gr-wet full- cell delivered a discharge capacity of 125 mAh g-1 , whereas the NCM622||dense Gr-dry full-cell achieved a higher capacity of 150 mAh g-1 (Figure S26).",specific_capacity,125,discharge,none,not_reported,,LiNi0.6Co0.2Mn0.2O2,NMC622,NCM622,not_reported,single-crystal,0.1,,not_reported,,,not_reported,,full cell,full cell,Gr-wet anode,,not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0268,v2,10.1002/cey2.70163,Dry-Processed Graphite Electrodes Enabling Ultra-High Areal Capacity and Stable Fast-Charging Performance,"ABSTRACT Dry electrodes with polytetrafluoroethylene (PTFE) binders are promising candidates for sustainable lithium-ion batteries owing to their low cost, environmental sustainability, and compatibility with high-mass-loading designs; however, the application of PTFE in anodes is hindered by its irreversible reduction at low potentials and degradation mechanisms, which remain under investigation. This study elucidates the influence of the molecular weight of PTFE on the electro-chemo-mechanical stability of dry-processed graphite anodes. Dry electrodes with a low content (0.5 wt.%) of high-molecular-weight PTFE show ultra-high areal capacities of ~11, 22, and 33 mAh cm -2 . Under lean electrolyte conditions, pouch cells incorporating the optimized high-molecular-weight PTFE electrode attain a high volumetric energy density (> 840 Wh L -1 at 0.1 C) and a capacity retention of 76% over 300 cycles-significantly outperforming conventional wet-processed electrodes (> 790 Wh L -1 at 0.1 C, capacity retention ≈56%). This study provides fundamental insights into the degradation of PTFE and presents a viable pathway toward scalable, high energy density, and environmentally sustainable battery manufacturing.",Carbon Energy,2026,"Kwon, Y.W. et al.",Young-Jun Kim,Young-Jun Kim,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.70163,cc-by-4.0,sentence,"Furthermore, full-cells comprising SC-NCM811 cathodes and dense Gr-dry anodes achieved an initial capacity of 203 mAh g-1 and an initial CE of 89.2%.",specific_capacity,203,discharge,initial,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,SC-NCM811,single-crystalline,single-crystal,,,not_reported,,,not_reported,,full cell,full cell,dense Gr-dry anode,,not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0269,v2,10.1002/adma.202419694,Lignin-Based Separators for Lithium-Ion Batteries via a Dry Fibrillation Method,"Separators are critical components in lithium-ion batteries (LIBs), preventing internal short circuits, mitigating thermal runaway, and influencing rate capability and cycling performance. However, current polyolefin separators suffer from limitations, such as high thermal shrinkage, relatively poor wettability, and inadequate long-term stability, impacting safety and cycle life in critical applications like electric vehicles. Here, a single-layer lignin-based ultrathin separator (as thin as 15 µm) with exceptional intrinsic thermal stability and cycling performance is demonstrated. The separator is fabricated using lignosulfonate, a natural polymer derived as a byproduct of chemical pulping and biorefinery processes. By employing a dry fibrillation method, the process achieves low energy consumption and a 100% raw material conversion rate, highlighting its scalability and sustainability. Interfacial studies reveal the improved cycling performance in both graphite||NMC811 and Si-Gr||NMC811 cells is attributed to the abundant sulfonate functional groups in lignosulfonates, which promote the formation of a sulfur-rich cathode/solid electrolyte interphases (CEI/SEI) with low resistance in both the cathode and anode. The high thermal stability, manufacturing feasibility, battery performance, and low cost of such lignin-based separators offer new inspiration for developing next-generation, single-layer functional separators tailored for high-performance LIBs.",Advanced Materials,2025,"Jia, H. et al.",Chengcheng Fang,Chengcheng Fang,https://doi.org/10.1002/adma.202419694,cc-by-4.0,sentence,"The voltage profiles (Figure 5d) demonstrate that all ligninbased separators did not introduce any side reactions to cells, and the 05v2.5v2.5v90 separator delivered a higher discharge specific capacity of 186.48 mAh g-1 compared to 183.10 mAh g-1 with the Celgard2325 with a C-rate of C/3.",specific_capacity,186.48,discharge,none,cycle_n,2,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,not_reported,0.3333,,not_reported,,,not_reported,,full cell,full cell,graphite,25,25,LiPF6,1,EC/EMC (v:v = 3:7),2% VC,1 m LiPF6 in EC/EMC(v:v = 3:7) with 2%VC,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0270,v2,10.1002/adma.202419694,Lignin-Based Separators for Lithium-Ion Batteries via a Dry Fibrillation Method,"Separators are critical components in lithium-ion batteries (LIBs), preventing internal short circuits, mitigating thermal runaway, and influencing rate capability and cycling performance. However, current polyolefin separators suffer from limitations, such as high thermal shrinkage, relatively poor wettability, and inadequate long-term stability, impacting safety and cycle life in critical applications like electric vehicles. Here, a single-layer lignin-based ultrathin separator (as thin as 15 µm) with exceptional intrinsic thermal stability and cycling performance is demonstrated. The separator is fabricated using lignosulfonate, a natural polymer derived as a byproduct of chemical pulping and biorefinery processes. By employing a dry fibrillation method, the process achieves low energy consumption and a 100% raw material conversion rate, highlighting its scalability and sustainability. Interfacial studies reveal the improved cycling performance in both graphite||NMC811 and Si-Gr||NMC811 cells is attributed to the abundant sulfonate functional groups in lignosulfonates, which promote the formation of a sulfur-rich cathode/solid electrolyte interphases (CEI/SEI) with low resistance in both the cathode and anode. The high thermal stability, manufacturing feasibility, battery performance, and low cost of such lignin-based separators offer new inspiration for developing next-generation, single-layer functional separators tailored for high-performance LIBs.",Advanced Materials,2025,"Jia, H. et al.",Chengcheng Fang,Chengcheng Fang,https://doi.org/10.1002/adma.202419694,cc-by-4.0,sentence,"As shown in Figure 5g, the full cell with the 05v2.5v2.5v90 separator delivered a comparable specific capacity of 171.57 mAh g-1 in comparison with the cell with Celgard 2325; and displayed higher Coulombic Efficiency of 99.9% versus 99.8%, especially in the initial stage of the cycling process.",specific_capacity,171.57,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,not_reported,,,not_reported,,,not_reported,,full cell,full cell,Si-Gr,25,25,LiPF6,1,EC/EMC (v:v = 3:7),2% FEC and 1% VC,1 m LiPF6 in EC/EMC(v:v = 3:7) with 2% FEC and 1% VC,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0271,v2,10.1002/adma.202419694,Lignin-Based Separators for Lithium-Ion Batteries via a Dry Fibrillation Method,"Separators are critical components in lithium-ion batteries (LIBs), preventing internal short circuits, mitigating thermal runaway, and influencing rate capability and cycling performance. However, current polyolefin separators suffer from limitations, such as high thermal shrinkage, relatively poor wettability, and inadequate long-term stability, impacting safety and cycle life in critical applications like electric vehicles. Here, a single-layer lignin-based ultrathin separator (as thin as 15 µm) with exceptional intrinsic thermal stability and cycling performance is demonstrated. The separator is fabricated using lignosulfonate, a natural polymer derived as a byproduct of chemical pulping and biorefinery processes. By employing a dry fibrillation method, the process achieves low energy consumption and a 100% raw material conversion rate, highlighting its scalability and sustainability. Interfacial studies reveal the improved cycling performance in both graphite||NMC811 and Si-Gr||NMC811 cells is attributed to the abundant sulfonate functional groups in lignosulfonates, which promote the formation of a sulfur-rich cathode/solid electrolyte interphases (CEI/SEI) with low resistance in both the cathode and anode. The high thermal stability, manufacturing feasibility, battery performance, and low cost of such lignin-based separators offer new inspiration for developing next-generation, single-layer functional separators tailored for high-performance LIBs.",Advanced Materials,2025,"Jia, H. et al.",Chengcheng Fang,Chengcheng Fang,https://doi.org/10.1002/adma.202419694,cc-by-4.0,sentence,"As shown in Figure 6a, higher specific discharge capacities of 189.21, 189.44, and 195.11 mAh g-1 are delivered by 05v2.5v2.5v90 separators with decreased thicknesses of 25, 20, and 15 µm at C/10, respectively, whereas the discharge specific capacity of Celgard2325 separator is 186.36 mAh g-1.",specific_capacity,189.21,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,not_reported,0.1,,not_reported,2.5,4.3,not_reported,,full cell,full cell,graphite,25,25,LiPF6,1,EC/EMC (v:v = 3:7),2% VC,1 m LiPF6 in EC/EMC(v:v = 3:7) with 2%VC,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0272,v2,10.1002/adma.202419694,Lignin-Based Separators for Lithium-Ion Batteries via a Dry Fibrillation Method,"Separators are critical components in lithium-ion batteries (LIBs), preventing internal short circuits, mitigating thermal runaway, and influencing rate capability and cycling performance. However, current polyolefin separators suffer from limitations, such as high thermal shrinkage, relatively poor wettability, and inadequate long-term stability, impacting safety and cycle life in critical applications like electric vehicles. Here, a single-layer lignin-based ultrathin separator (as thin as 15 µm) with exceptional intrinsic thermal stability and cycling performance is demonstrated. The separator is fabricated using lignosulfonate, a natural polymer derived as a byproduct of chemical pulping and biorefinery processes. By employing a dry fibrillation method, the process achieves low energy consumption and a 100% raw material conversion rate, highlighting its scalability and sustainability. Interfacial studies reveal the improved cycling performance in both graphite||NMC811 and Si-Gr||NMC811 cells is attributed to the abundant sulfonate functional groups in lignosulfonates, which promote the formation of a sulfur-rich cathode/solid electrolyte interphases (CEI/SEI) with low resistance in both the cathode and anode. The high thermal stability, manufacturing feasibility, battery performance, and low cost of such lignin-based separators offer new inspiration for developing next-generation, single-layer functional separators tailored for high-performance LIBs.",Advanced Materials,2025,"Jia, H. et al.",Chengcheng Fang,Chengcheng Fang,https://doi.org/10.1002/adma.202419694,cc-by-4.0,sentence,"As shown in Figure 6a, higher specific discharge capacities of 189.21, 189.44, and 195.11 mAh g-1 are delivered by 05v2.5v2.5v90 separators with decreased thicknesses of 25, 20, and 15 µm at C/10, respectively, whereas the discharge specific capacity of Celgard2325 separator is 186.36 mAh g-1.",specific_capacity,189.44,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,not_reported,0.1,,not_reported,2.5,4.3,not_reported,,full cell,full cell,graphite,25,25,LiPF6,1,EC/EMC (v:v = 3:7),2% VC,1 m LiPF6 in EC/EMC(v:v = 3:7) with 2%VC,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
nmc-0273,v2,10.1002/adma.202419694,Lignin-Based Separators for Lithium-Ion Batteries via a Dry Fibrillation Method,"Separators are critical components in lithium-ion batteries (LIBs), preventing internal short circuits, mitigating thermal runaway, and influencing rate capability and cycling performance. However, current polyolefin separators suffer from limitations, such as high thermal shrinkage, relatively poor wettability, and inadequate long-term stability, impacting safety and cycle life in critical applications like electric vehicles. Here, a single-layer lignin-based ultrathin separator (as thin as 15 µm) with exceptional intrinsic thermal stability and cycling performance is demonstrated. The separator is fabricated using lignosulfonate, a natural polymer derived as a byproduct of chemical pulping and biorefinery processes. By employing a dry fibrillation method, the process achieves low energy consumption and a 100% raw material conversion rate, highlighting its scalability and sustainability. Interfacial studies reveal the improved cycling performance in both graphite||NMC811 and Si-Gr||NMC811 cells is attributed to the abundant sulfonate functional groups in lignosulfonates, which promote the formation of a sulfur-rich cathode/solid electrolyte interphases (CEI/SEI) with low resistance in both the cathode and anode. The high thermal stability, manufacturing feasibility, battery performance, and low cost of such lignin-based separators offer new inspiration for developing next-generation, single-layer functional separators tailored for high-performance LIBs.",Advanced Materials,2025,"Jia, H. et al.",Chengcheng Fang,Chengcheng Fang,https://doi.org/10.1002/adma.202419694,cc-by-4.0,sentence,"As shown in Figure 6a, higher specific discharge capacities of 189.21, 189.44, and 195.11 mAh g-1 are delivered by 05v2.5v2.5v90 separators with decreased thicknesses of 25, 20, and 15 µm at C/10, respectively, whereas the discharge specific capacity of Celgard2325 separator is 186.36 mAh g-1.",specific_capacity,195.11,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,not_reported,0.1,,not_reported,2.5,4.3,not_reported,,full cell,full cell,graphite,25,25,LiPF6,1,EC/EMC (v:v = 3:7),2% VC,1 m LiPF6 in EC/EMC(v:v = 3:7) with 2%VC,not_reported,,not_reported,,,not_reported,not_reported,not_reported,not_reported,,,not_reported
